"id","commune","Hamon","Macron","Asselineau","Fillon","Cheminade","Lassalle","Mélenchon","Le.Pen","Arthaud","Dupont.Aignan","Poutou","Inscrits","Abstentions","Votants","Blancs","Nuls","Exprimés"
"94074","Valenton",298,854,78,378,9,22,1844,626,27,202,52,6262,1711,4551,107,54,4390
"94075","Villecresnes",255,1308,57,1245,8,33,863,963,10,722,34,6643,1044,5599,81,20,5498
"94076","Villejuif",1868,5468,275,2736,34,133,7076,2398,104,649,253,29238,7793,21445,294,157,20994
"94078","Villeneuve-Saint-Georges",664,1919,137,914,13,49,2977,1652,46,647,124,12882,3497,9385,152,91,9142
"94077","Villeneuve-le-Roi",501,1766,118,1099,15,50,2142,1588,32,500,90,10866,2733,8133,232,0,7901
"94079","Villiers-sur-Marne",887,3480,137,2237,19,83,3205,1729,62,549,152,16275,3410,12865,211,114,12540
"94080","Vincennes",2480,10554,188,7430,41,167,4297,1623,69,793,151,32923,4688,28235,340,102,27793
"94081","Vitry-sur-Seine",2598,7837,498,4024,60,217,11425,4097,212,1068,388,45568,12294,33274,580,270,32424
"95002","Ableiges",25,110,14,150,0,5,101,151,3,49,12,739,105,634,10,4,620
"95008","Aincourt",24,96,5,89,0,5,83,129,2,29,2,571,94,477,10,3,464
"95011","Ambleville",18,40,3,51,0,5,36,68,0,10,1,285,44,241,7,2,232
"95012","Amenucourt",2,14,4,25,0,2,26,50,0,3,1,160,30,130,2,1,127
"95014","Andilly",74,361,14,412,3,7,149,210,4,54,5,1534,210,1324,21,10,1293
"95018","Argenteuil",3041,9275,619,4678,60,246,13038,5658,283,1193,383,53783,14285,39498,751,273,38474
"95019","Arnouville",329,1202,89,1258,6,42,1296,1193,42,245,47,7736,1857,5879,86,44,5749
"95023","Arronville",14,99,3,107,1,1,55,103,2,32,2,502,70,432,11,2,419
"95024","Arthies",10,32,1,43,0,3,31,44,0,6,2,226,50,176,4,0,172
"95026","Asnières-sur-Oise",98,327,16,291,4,16,275,426,9,126,22,1958,318,1640,23,7,1610
"95028","Attainville",40,251,10,159,3,11,179,275,4,65,4,1274,257,1017,9,7,1001
"95039","Auvers-sur-Oise",351,1191,43,833,6,25,871,780,18,197,38,5392,958,4434,65,16,4353
"95040","Avernes",34,141,5,134,2,3,62,127,1,25,1,618,73,545,8,2,535
"95042","Baillet-en-France",70,294,13,239,1,6,220,296,8,92,8,1509,232,1277,21,9,1247
"95046","Banthelu",1,17,2,26,0,0,8,23,0,5,0,94,11,83,0,1,82
"95051","Beauchamp",282,1291,53,1253,5,42,816,896,20,292,30,6148,1045,5103,98,25,4980
"95052","Beaumont-sur-Oise",281,851,57,517,9,42,1053,1000,36,226,53,5411,1157,4254,91,38,4125
"95055","Bellefontaine",15,38,3,53,0,3,51,55,1,19,6,300,51,249,1,4,244
"95056","Belloy-en-France",73,198,5,210,4,14,169,280,5,75,6,1289,224,1065,21,5,1039
"95058","Bernes-sur-Oise",60,243,11,160,1,6,315,348,13,86,19,1549,237,1312,36,14,1262
"95059","Berville",14,63,5,48,0,4,32,42,0,11,0,265,39,226,7,0,219
"95060","Bessancourt",251,963,46,697,8,38,732,739,16,227,38,4860,1005,3855,75,25,3755
"95063","Bezons",852,2535,209,1256,23,68,3477,1776,71,406,115,14730,3669,11061,203,70,10788
"95074","Boisemont",11,141,8,164,1,6,75,68,3,24,1,583,71,512,7,3,502
"95078","Boissy-l'Aillerie",65,257,14,236,2,6,199,198,2,58,6,1251,176,1075,24,8,1043
"95088","Bonneuil-en-France",19,79,5,57,0,1,95,99,2,12,2,492,112,380,8,1,371
"95091","Bouffémont",292,851,28,520,9,21,803,535,16,146,30,4081,740,3341,60,30,3251
"95094","Bouqueval",4,19,1,46,0,5,23,50,0,6,1,200,37,163,6,2,155
"95101","Bray-et-Lû",36,95,2,49,1,3,86,189,2,35,3,626,110,516,10,5,501
"95110","Brignancourt",3,31,5,37,1,1,21,34,0,13,0,167,20,147,1,0,146
"95116","Bruyères-sur-Oise",101,399,19,179,3,14,474,541,18,104,30,2654,624,2030,135,13,1882
"95102","Bréançon",13,64,2,84,0,0,24,68,0,11,3,305,33,272,3,0,269
"95119","Buhy",1,41,2,34,3,0,19,68,1,6,0,226,48,178,2,1,175
"95120","Butry-sur-Oise",85,345,9,228,0,11,243,303,11,73,10,1618,274,1344,15,11,1318
"95061","Béthemont-la-Forêt",11,62,5,60,0,2,47,70,1,22,2,327,41,286,2,2,282
"95127","Cergy",2181,6479,397,2762,46,127,7409,2554,110,679,267,31731,8169,23562,389,162,23011
"95134","Champagne-sur-Oise",122,678,23,497,3,25,562,714,16,148,21,3660,782,2878,54,15,2809
"95141","Charmont",2,8,1,2,0,0,0,2,0,0,0,16,1,15,0,0,15
"95142","Chars",60,228,8,137,1,19,235,333,8,56,8,1310,187,1123,26,4,1093
"95149","Chaumontel",105,480,22,396,2,19,343,582,7,136,19,2696,533,2163,47,5,2111
"95150","Chaussy",31,63,6,69,4,1,73,99,3,21,7,455,66,389,8,4,377
"95151","Chauvry",18,44,2,37,0,0,12,47,0,9,1,223,45,178,6,2,170
"95154","Chennevières-lès-Louvres",9,29,2,27,0,5,34,48,1,15,1,202,27,175,1,3,171
"95144","Châtenay-en-France",1,16,0,20,0,0,4,7,0,0,0,55,7,48,0,0,48
"95157","Chérence",5,30,0,63,0,0,21,19,0,1,2,155,14,141,0,0,141
"95166","Cléry-en-Vexin",9,79,2,46,1,4,57,60,0,25,8,341,45,296,4,1,291
"95169","Commeny",18,56,2,71,0,1,70,69,1,15,5,352,37,315,6,1,308
"95170","Condécourt",20,70,3,84,0,4,34,78,2,24,4,377,45,332,6,3,323
"95176","Cormeilles-en-Parisis",855,3616,162,2678,30,102,2278,1984,40,664,100,15794,3031,12763,202,52,12509
"95177","Cormeilles-en-Vexin",28,127,4,156,1,7,114,191,7,40,7,829,133,696,11,3,682
"95181","Courcelles-sur-Viosne",9,53,3,47,0,2,32,30,1,9,1,220,30,190,2,1,187
"95183","Courdimanche",254,1125,27,555,4,21,750,515,12,179,42,4307,749,3558,58,16,3484
"95197","Deuil-la-Barre",793,3140,142,2289,13,96,2540,1428,58,457,99,14872,3618,11254,140,59,11055
"95199","Domont",458,1872,93,1843,18,60,1497,1433,31,393,61,10010,2064,7946,133,54,7759
"95203","Eaubonne",969,3759,163,2730,27,83,2462,1687,74,623,91,16244,3256,12988,250,70,12668
"95205","Ecouen",200,674,34,467,4,30,673,490,14,132,26,5007,1138,3869,46,1079,2744
"95210","Enghien-les-Bains",367,1850,68,2440,8,46,878,517,11,171,25,8267,1793,6474,64,29,6381
"95211","Ennery",65,329,12,326,2,14,203,249,6,102,7,1574,223,1351,29,7,1315
"95213","Epiais-Rhus",33,112,7,114,0,4,53,104,1,33,2,558,84,474,11,0,463
"95212","Epiais-lès-Louvres",0,12,0,11,0,0,9,22,0,1,0,71,16,55,0,0,55
"95214","Epinay-Champlâtreux",2,6,1,12,0,0,3,16,0,3,1,49,5,44,0,0,44
"95218","Eragny",598,2255,123,1261,23,56,2007,1481,53,464,74,11227,2576,8651,193,63,8395
"95219","Ermont",1047,4115,193,2568,36,99,3245,1979,81,663,106,19084,4623,14461,250,79,14132
"95229","Ezanville",269,1302,79,875,6,36,1107,894,29,241,46,6384,1391,4993,82,27,4884
"95241","Fontenay-en-Parisis",56,227,4,149,0,4,217,277,3,40,10,1164,153,1011,20,4,987
"95250","Fosses",350,1048,56,539,5,36,1250,1075,35,219,63,6320,1515,4805,90,39,4676
"95252","Franconville",1137,4241,197,2792,33,156,3648,2909,100,811,165,21803,5226,16577,285,103,16189
"95258","Frouville",6,89,0,75,0,5,45,42,0,9,1,325,46,279,4,3,272
"95253","Frémainville",17,75,4,74,1,5,64,54,0,13,6,375,54,321,5,3,313
"95254","Frémécourt",10,74,4,75,1,3,53,97,1,14,3,413,66,347,9,3,335
"95256","Frépillon",86,458,19,343,5,10,342,429,5,108,14,2318,465,1853,26,8,1819
"95259","Gadancourt",7,8,0,20,0,2,10,14,0,8,0,72,3,69,0,0,69
"95268","Garges-lès-Gonesse",834,2502,283,1261,24,43,4532,1454,53,206,163,17697,5913,11784,283,146,11355
"95270","Genainville",13,67,1,77,1,4,68,102,1,26,5,444,73,371,5,1,365
"95277","Gonesse",729,2111,163,1599,14,52,2844,1651,63,313,101,14476,4504,9972,210,122,9640
"95280","Goussainville",790,2119,287,1037,24,64,3508,2313,64,308,123,15838,4863,10975,222,116,10637
"95282","Gouzangrez",12,11,1,39,0,0,18,28,2,5,2,133,14,119,1,0,118
"95287","Grisy-les-Plâtres",24,100,3,142,1,0,45,93,0,23,5,516,70,446,6,4,436
"95288","Groslay",271,1033,48,916,7,23,842,722,14,203,21,5299,1087,4212,90,22,4100
"95295","Guiry-en-Vexin",4,30,0,39,0,1,16,24,0,9,0,142,13,129,6,0,123
"95271","Génicourt",25,105,3,67,1,3,39,73,2,13,1,392,55,337,4,1,332
"95298","Haravilliers",10,70,2,111,0,5,55,86,0,17,4,414,52,362,2,0,360
"95301","Haute-Isle",9,43,2,48,0,0,28,39,0,9,1,213,31,182,3,0,179
"95306","Herblay",954,3999,202,2766,16,101,3009,2632,62,831,127,19022,3985,15037,247,91,14699
"95309","Hodent",12,38,0,24,0,0,18,31,0,9,0,158,26,132,0,0,132
"95304","Hédouville",9,44,0,87,0,0,20,30,0,15,0,239,32,207,1,1,205
"95308","Hérouville",21,71,6,105,1,9,58,101,2,23,1,454,48,406,7,1,398
"95316","Jagny-sous-Bois",4,29,2,41,0,1,29,45,5,9,2,196,17,179,10,2,167
"95323","Jouy-le-Moutier",743,2167,115,1051,19,53,2261,1440,57,364,87,10960,2373,8587,155,75,8357
"95313","L'Isle-Adam",322,1705,89,2145,17,47,923,1067,17,326,36,7947,1110,6837,97,46,6694
"95139","La Chapelle-en-Vexin",8,46,2,29,0,5,34,65,0,6,3,236,33,203,5,0,198
"95257","La Frette-sur-Seine",159,739,35,652,9,22,496,404,4,161,25,3206,448,2758,44,8,2706
"95523","La Roche-Guyon",13,50,3,66,1,2,56,41,2,8,4,298,47,251,4,1,246
"95328","Labbeville",30,86,2,87,1,4,41,73,1,19,5,406,51,355,5,1,349
"95331","Lassy",5,12,3,19,0,0,15,38,0,3,3,119,20,99,1,0,98
"95054","Le Bellay-en-Vexin",3,36,3,12,0,1,22,44,0,14,2,159,17,142,4,1,137
"95303","Le Heaulme",4,19,1,40,0,5,13,34,0,12,0,154,24,130,2,0,128
"95395","Le Mesnil-Aubry",14,86,6,123,1,5,97,163,5,39,10,683,123,560,10,1,549
"95483","Le Perchay",13,88,4,62,0,2,57,81,2,18,2,394,57,337,8,0,329
"95491","Le Plessis-Bouchard",254,1388,45,1041,6,39,725,776,18,253,27,5675,1011,4664,71,21,4572
"95492","Le Plessis-Gassot",0,5,1,15,0,0,3,7,1,4,1,41,4,37,0,0,37
"95493","Le Plessis-Luzarches",7,8,0,33,0,5,15,13,0,5,3,113,21,92,1,2,89
"95612","Le Thillay",109,359,39,213,1,16,387,582,14,88,17,2392,522,1870,30,15,1825
"95341","Livilliers",8,57,2,62,0,1,20,65,1,14,0,278,44,234,4,0,230
"95348","Longuesse",10,89,3,81,1,2,68,76,2,24,2,421,58,363,2,3,358
"95351","Louvres",306,1055,55,550,7,31,1151,1042,30,235,54,6528,1876,4652,98,38,4516
"95352","Luzarches",137,608,25,607,1,24,489,529,6,156,24,3298,635,2663,14,43,2606
"95353","Maffliers",45,192,6,190,0,9,207,253,4,86,8,1193,173,1020,15,5,1000
"95355","Magny-en-Vexin",182,638,28,538,6,27,557,828,15,165,38,3824,709,3115,80,13,3022
"95365","Mareil-en-France",21,49,8,98,1,1,50,126,2,16,2,472,86,386,11,1,374
"95369","Margency",110,543,11,540,1,13,233,224,2,97,12,2072,268,1804,13,5,1786
"95370","Marines",113,421,24,380,6,17,324,454,13,99,21,2301,386,1915,32,11,1872
"95371","Marly-la-Ville",191,774,40,389,7,27,755,800,22,201,24,4236,917,3319,58,31,3230
"95379","Maudétour-en-Vexin",8,24,1,53,0,1,18,34,0,8,1,165,15,150,2,0,148
"95387","Menouville",1,3,0,16,0,1,6,10,0,1,1,50,10,40,1,0,39
"95388","Menucourt",214,793,43,367,4,27,792,688,17,179,29,4033,772,3261,89,19,3153
"95409","Moisselles",47,166,2,147,0,8,112,165,0,60,7,856,124,732,16,2,714
"95422","Montgeroult",16,69,0,70,1,1,62,37,1,15,3,319,39,280,4,1,275
"95424","Montigny-lès-Cormeilles",535,1979,123,1015,20,40,2471,1512,24,326,93,11314,2943,8371,173,60,8138
"95426","Montlignon",94,465,17,556,2,12,269,248,6,96,8,2121,317,1804,23,8,1773
"95427","Montmagny",444,1406,94,815,11,32,1668,756,28,207,44,7715,2072,5643,97,41,5505
"95428","Montmorency",649,3050,108,3331,17,68,1946,1239,26,336,70,13506,2464,11042,158,44,10840
"95429","Montreuil-sur-Epte",11,64,4,56,0,1,55,88,0,21,4,361,45,316,10,2,304
"95430","Montsoult",147,497,26,382,3,18,425,422,8,148,15,2607,465,2142,42,9,2091
"95436","Mours",47,216,14,144,0,7,161,216,2,63,10,1076,173,903,15,8,880
"95438","Moussy",2,22,1,5,0,0,11,17,0,4,0,80,15,65,2,1,62
"95392","Mériel",153,653,32,562,3,22,517,612,12,196,27,3530,679,2851,40,22,2789
"95394","Méry-sur-Oise",346,1311,69,751,9,38,1039,1055,28,311,40,6327,1189,5138,94,47,4997
"95445","Nerville-la-Forêt",19,107,4,100,0,7,62,60,0,20,2,448,64,384,3,0,381
"95446","Nesles-la-Vallée",56,321,20,331,5,12,180,238,7,68,10,1541,274,1267,11,8,1248
"95447","Neuilly-en-Vexin",1,32,2,23,1,4,16,30,3,5,2,143,18,125,3,3,119
"95450","Neuville-sur-Oise",45,351,11,289,2,5,164,143,6,56,5,1269,173,1096,13,6,1077
"95452","Nointel",31,100,12,122,4,2,108,90,4,25,6,612,90,522,16,2,504
"95456","Noisy-sur-Oise",11,83,12,78,2,5,58,99,2,34,6,473,76,397,6,1,390
"95459","Nucourt",13,97,6,93,1,1,68,155,3,33,3,549,64,485,10,2,473
"95462","Omerville",8,35,2,62,1,3,30,65,2,12,0,247,25,222,1,1,220
"95476","Osny",518,2071,110,1582,14,63,1690,1565,33,461,66,10652,2281,8371,148,50,8173
"95480","Parmain",163,834,37,770,4,27,600,638,16,223,24,4347,918,3429,82,11,3336
"95487","Persan",231,810,57,364,4,31,1362,1095,32,206,52,5629,1253,4376,96,36,4244
"95488","Pierrelaye",242,730,34,511,3,25,1004,897,19,199,29,4978,1187,3791,73,25,3693
"95489","Piscop",20,82,2,149,0,3,57,80,2,17,0,504,79,425,7,6,412
"95500","Pontoise",928,3301,168,2268,21,90,3178,1876,49,554,138,16978,4152,12826,190,65,12571
"95504","Presles",117,534,32,548,5,25,466,460,26,134,17,2823,411,2412,36,12,2364
"95510","Puiseux-Pontoise",22,102,1,55,3,0,39,63,1,28,2,364,41,323,7,0,316
"95509","Puiseux-en-France",109,445,23,303,5,22,396,402,8,109,22,2473,575,1898,30,24,1844
"95527","Roissy-en-France",43,220,25,222,5,20,281,388,8,75,8,1730,406,1324,21,8,1295
"95529","Ronquerolles",27,108,12,125,1,8,80,122,0,32,2,623,95,528,10,1,517
"95535","Sagy",45,152,9,170,3,11,125,157,2,65,6,927,164,763,3,15,745
"95539","Saint-Brice-sous-Forêt",363,1626,91,1917,9,40,1345,966,30,305,56,8844,1947,6897,107,42,6748
"95541","Saint-Clair-sur-Epte",14,79,7,54,0,3,99,190,5,19,7,611,122,489,11,1,477
"95543","Saint-Cyr-en-Arthies",2,27,1,44,0,1,26,35,1,6,2,173,25,148,3,0,145
"95554","Saint-Gervais",33,153,2,160,3,12,93,139,4,44,6,763,95,668,17,2,649
"95555","Saint-Gratien",711,2773,137,2256,16,77,2202,1309,30,335,71,13396,3253,10143,176,50,9917
"95563","Saint-Leu-la-Forêt",566,2574,82,2102,11,85,1680,1205,38,445,81,10990,1954,9036,128,39,8869
"95566","Saint-Martin-du-Tertre",86,272,15,214,3,16,298,314,10,93,13,1774,407,1367,14,19,1334
"95572","Saint-Ouen-l'Aumône",717,2413,162,1152,14,74,2559,1766,65,385,63,12638,2997,9641,184,87,9370
"95574","Saint-Prix",245,1211,38,1228,6,21,676,639,12,376,36,5782,1203,4579,73,18,4488
"95580","Saint-Witz",52,397,15,688,1,9,161,223,1,50,11,1911,283,1628,7,13,1608
"95582","Sannois",859,3551,168,2221,17,89,2902,1984,55,501,125,16409,3677,12732,182,78,12472
"95584","Santeuil",25,118,3,78,0,4,65,78,1,40,4,479,52,427,10,1,416
"95585","Sarcelles",1490,4180,335,4182,40,91,5635,2222,92,385,181,28112,8777,19335,327,175,18833
"95592","Seraincourt",26,194,9,199,3,3,126,166,1,56,3,972,168,804,16,2,786
"95594","Seugy",30,174,15,150,2,11,113,115,0,32,8,787,119,668,14,4,650
"95598","Soisy-sous-Montmorency",533,2590,108,2294,12,71,1728,1229,42,353,70,12073,2832,9241,169,42,9030
"95604","Survilliers",103,372,34,271,1,9,418,572,11,143,28,2521,499,2022,26,34,1962
"95607","Taverny",961,3564,215,2453,28,129,3110,2333,62,723,122,17699,3651,14048,269,79,13700
"95611","Theuville",1,2,0,7,0,1,3,1,1,1,0,26,7,19,2,0,17
"95610","Théméricourt",14,60,0,42,0,0,33,33,0,15,1,235,35,200,2,0,198
"95625","Us",61,171,6,159,0,6,125,218,4,74,6,966,117,849,14,5,830
"95627","Vallangoujard",24,106,4,118,1,5,42,80,3,15,2,473,69,404,3,1,400
"95628","Valmondois",45,199,4,206,1,7,156,152,4,40,9,974,141,833,9,1,823
"95633","Vaudherland",2,8,0,6,0,0,5,26,0,0,0,61,13,48,1,0,47
"95637","Vauréal",776,2542,125,1140,12,48,2273,1176,30,356,85,11827,2960,8867,304,0,8563
"95652","Viarmes",138,687,22,679,4,25,504,760,18,205,30,3914,760,3154,68,14,3072
"95656","Vienne-en-Arthies",3,58,2,94,0,2,44,73,0,18,1,324,27,297,1,1,295
"95658","Vigny",43,167,12,241,1,10,116,148,0,43,6,928,122,806,13,6,787
"95660","Villaines-sous-Bois",19,103,3,93,0,4,58,135,1,43,4,530,56,474,10,1,463
"95675","Villeron",16,110,6,60,1,7,77,137,3,39,6,551,80,471,9,0,462
"95676","Villers-en-Arthies",10,47,5,110,0,2,64,75,1,16,4,382,43,339,5,0,334
"95678","Villiers-Adam",27,124,5,139,2,6,85,112,0,33,2,593,48,545,8,2,535
"95680","Villiers-le-Bel",728,1936,180,1109,25,43,2932,1256,49,210,90,13213,4392,8821,163,100,8558
"95682","Villiers-le-Sec",10,26,2,21,0,1,21,17,2,5,1,120,10,110,3,1,106
"95641","Vémars",56,269,25,188,5,8,256,353,8,84,10,1803,510,1293,21,10,1262
"95651","Vétheuil",33,131,1,134,1,5,105,82,3,20,2,602,76,526,5,4,517
"95690","Wy-dit-Joli-Village",8,70,4,72,1,0,45,47,0,14,0,309,46,263,2,0,261
