"id","commune","Hamon","Macron","Asselineau","Fillon","Cheminade","Lassalle","Mélenchon","Le.Pen","Arthaud","Dupont.Aignan","Poutou","Inscrits","Abstentions","Votants","Blancs","Nuls","Exprimés"
"78084","Boissy-sans-Avoir",23,118,4,105,1,0,59,50,2,26,5,440,42,398,4,1,393
"78087","Bonnelles",110,419,17,257,4,4,225,177,7,62,13,1481,166,1315,14,6,1295
"78089","Bonnières-sur-Seine",123,419,33,299,2,20,402,592,28,136,25,2799,660,2139,43,17,2079
"78090","Bouafle",67,251,6,287,1,6,164,288,5,58,6,1441,283,1158,13,6,1139
"78092","Bougival",272,1536,44,1761,6,21,529,401,9,141,26,5930,1113,4817,50,21,4746
"78096","Bourdonné",6,113,1,140,1,5,42,54,3,23,4,472,78,394,2,0,392
"78104","Breuil-Bois-Robert",15,121,6,105,0,3,55,88,4,25,6,490,58,432,2,2,428
"78113","Brueil-en-Vexin",6,73,3,126,1,3,46,90,1,30,3,456,66,390,7,1,382
"78107","Bréval",53,257,7,250,3,9,168,320,3,80,11,1350,158,1192,24,7,1161
"78117","Buc",245,1294,27,1171,6,23,431,289,10,166,21,4319,587,3732,29,20,3683
"78118","Buchelay",79,362,30,250,3,11,423,341,4,76,14,2001,359,1642,35,14,1593
"78120","Bullion",77,347,6,291,7,11,201,148,5,60,13,1389,186,1203,29,8,1166
"78053","Béhoust",15,85,1,117,2,2,45,49,1,14,1,383,44,339,6,1,332
"78123","Carrières-sous-Poissy",414,1841,86,938,17,40,1577,907,32,251,67,8818,2505,6313,100,43,6170
"78124","Carrières-sur-Seine",501,2691,52,1901,18,52,1197,738,27,310,38,9245,1582,7663,102,36,7525
"78128","Cernay-la-Ville",61,320,7,312,2,3,159,116,1,61,4,1172,102,1070,21,3,1046
"78133","Chambourcy",139,997,30,1327,4,24,320,336,8,97,21,4082,724,3358,39,16,3303
"78138","Chanteloup-les-Vignes",348,931,63,501,12,22,1118,549,22,129,45,5339,1507,3832,67,25,3740
"78140","Chapet",35,186,9,227,2,1,93,147,1,43,3,879,124,755,5,3,747
"78146","Chatou",979,5573,148,5773,24,113,2021,1381,41,560,101,20558,3569,16989,215,60,16714
"78147","Chaufour-lès-Bonnières",11,53,2,76,0,2,28,67,2,17,3,306,39,267,1,5,261
"78152","Chavenay",46,376,7,592,5,9,70,74,3,42,2,1408,167,1241,13,2,1226
"78160","Chevreuse",204,1124,28,1159,6,27,444,332,6,123,16,4134,603,3531,47,15,3469
"78162","Choisel",12,103,5,151,0,3,41,47,1,15,0,431,48,383,5,0,378
"78143","Châteaufort",78,368,6,267,2,5,139,83,1,55,8,1175,152,1023,7,4,1012
"78163","Civry-la-Forêt",9,53,1,64,0,2,47,51,1,17,2,281,33,248,0,1,247
"78164","Clairefontaine-en-Yvelines",21,127,9,218,0,6,70,56,1,22,1,630,87,543,10,2,531
"78168","Coignières",211,495,23,308,5,13,438,286,7,111,20,2446,496,1950,24,9,1917
"78171","Condé-sur-Vesgre",48,209,7,214,4,5,120,126,1,58,6,941,126,815,13,4,798
"78172","Conflans-Sainte-Honorine",1637,5366,214,3211,29,166,3905,3007,107,939,190,23861,4658,19203,326,106,18771
"78185","Courgent",9,70,0,96,0,2,40,54,2,13,1,340,46,294,6,1,287
"78188","Cravent",18,59,5,60,0,4,47,65,1,11,2,333,54,279,7,0,272
"78189","Crespières",50,304,8,469,0,7,83,124,3,34,3,1310,210,1100,13,2,1085
"78190","Croissy-sur-Seine",281,2140,51,2627,10,23,506,409,18,159,23,7310,990,6320,54,19,6247
"78192","Dammartin-en-Serve",37,152,5,127,2,6,141,206,4,67,3,881,112,769,16,3,750
"78193","Dampierre-en-Yvelines",29,210,2,247,2,6,94,66,2,24,1,803,104,699,13,3,683
"78194","Dannemarie",6,35,0,53,0,4,26,22,0,9,1,183,23,160,4,0,156
"78196","Davron",4,49,3,109,0,0,16,13,0,5,0,228,24,204,5,0,199
"78202","Drocourt",11,52,0,64,1,4,56,95,1,27,2,359,39,320,0,7,313
"78206","Ecquevilly",111,569,21,474,5,17,409,384,6,116,16,2812,615,2197,60,9,2128
"78208","Elancourt",1577,3834,195,2482,23,86,2716,1548,51,597,116,17131,3582,13549,213,111,13225
"78209","Emancé",28,171,1,162,1,5,78,80,1,27,3,650,83,567,7,3,557
"78217","Epône",194,888,38,730,4,26,625,677,18,188,23,4239,759,3480,44,25,3411
"78227","Evecquemont",35,140,8,152,2,3,53,81,3,27,4,588,67,521,8,5,508
"78231","Favrieux",3,28,1,25,0,0,19,20,0,6,0,124,17,107,4,1,102
"78233","Feucherolles",73,689,13,865,0,15,145,145,2,48,7,2293,268,2025,19,4,2002
"78234","Flacourt",3,20,3,33,0,0,8,52,0,1,1,139,17,122,1,0,121
"78236","Flexanville",25,105,4,134,0,2,70,60,3,23,0,485,52,433,6,1,426
"78237","Flins-Neuve-Eglise",3,22,2,21,0,1,12,29,0,3,1,116,21,95,0,1,94
"78238","Flins-sur-Seine",59,289,12,234,3,8,220,370,10,90,13,1632,296,1336,21,7,1308
"78239","Follainville-Dennemont",42,214,7,192,1,11,167,363,9,69,7,1312,200,1112,20,10,1082
"78245","Fontenay-Mauvoisin",10,81,3,92,0,1,43,55,0,25,1,350,35,315,3,1,311
"78246","Fontenay-Saint-Père",30,145,7,141,0,5,122,151,5,44,6,792,121,671,11,4,656
"78242","Fontenay-le-Fleury",603,1923,66,1605,15,65,1287,757,22,331,37,8458,1628,6830,81,38,6711
"78251","Fourqueux",90,911,10,1122,4,12,202,105,2,63,13,3209,643,2566,24,8,2534
"78255","Freneuse",122,384,30,350,1,18,459,609,20,129,28,2833,633,2200,29,21,2150
"78261","Gaillon-sur-Montcient",31,98,10,94,1,3,74,92,4,26,5,524,71,453,13,2,438
"78262","Galluis",39,212,6,218,1,7,98,113,3,47,7,911,139,772,13,8,751
"78263","Gambais",90,489,12,561,4,13,182,251,5,106,14,2067,304,1763,33,3,1727
"78264","Gambaiseuil",1,13,1,28,0,0,1,4,0,0,0,57,8,49,1,0,48
"78265","Garancières",98,377,14,413,2,15,214,254,5,107,14,1784,234,1550,33,4,1513
"78267","Gargenville",184,844,39,654,13,44,693,1107,26,251,36,5293,1283,4010,86,33,3891
"78269","Gazeran",46,209,10,234,0,3,117,121,5,51,5,938,119,819,12,6,801
"78276","Gommecourt",17,75,2,74,0,6,73,112,12,25,3,461,56,405,4,2,399
"78278","Goupillières",13,81,6,134,0,3,29,46,1,14,3,386,54,332,2,0,330
"78281","Goussonville",22,95,0,91,0,3,46,91,4,29,3,481,87,394,10,0,384
"78283","Grandchamp",8,44,4,53,2,1,23,42,2,15,0,218,18,200,3,3,194
"78285","Gressey",14,108,1,122,0,2,39,61,0,29,4,444,54,390,10,0,380
"78289","Grosrouvre",34,173,3,327,2,2,54,66,0,18,2,800,112,688,5,2,681
"78290","Guernes",35,101,9,97,0,3,109,209,3,41,2,728,99,629,15,5,609
"78291","Guerville",62,255,12,282,4,11,199,360,10,102,14,1598,260,1338,19,8,1311
"78296","Guitrancourt",16,65,3,79,3,2,57,152,5,29,12,502,69,433,2,8,423
"78297","Guyancourt",1664,4369,211,2068,28,90,3267,1506,67,575,150,17573,3230,14343,253,95,13995
"78299","Hardricourt",66,287,10,247,3,34,196,241,12,42,11,1417,244,1173,8,16,1149
"78300","Hargeville",8,61,2,74,0,1,28,49,0,15,3,275,30,245,3,1,241
"78305","Herbeville",8,56,4,73,0,0,31,17,1,3,0,223,28,195,2,0,193
"78307","Hermeray",46,163,9,236,1,3,107,82,2,44,9,795,85,710,6,2,702
"78310","Houdan",104,461,16,444,4,14,307,345,13,125,24,2330,433,1897,33,7,1857
"78311","Houilles",1362,5811,171,3393,27,118,3220,1988,62,802,116,20996,3598,17398,241,87,17070
"78314","Issou",116,537,32,246,3,24,490,686,20,175,32,2892,472,2420,42,17,2361
"78317","Jambville",20,94,5,101,1,6,97,114,3,24,4,554,76,478,3,6,469
"78320","Jeufosse",8,54,3,69,0,3,50,92,0,13,4,363,58,305,6,3,296
"78321","Jouars-Pontchartrain",224,988,26,989,7,38,455,420,6,191,11,4050,630,3420,53,12,3355
"78324","Jouy-Mauvoisin",17,84,6,57,0,6,67,91,0,20,2,411,57,354,4,0,350
"78322","Jouy-en-Josas",259,1569,21,1487,6,24,559,295,7,150,26,5133,660,4473,58,12,4403
"78325","Jumeauville",19,101,5,107,0,6,43,89,2,17,3,466,66,400,7,1,392
"78327","Juziers",119,469,22,448,3,14,375,607,14,147,11,2797,526,2271,34,8,2229
"78224","L'Etang-la-Ville",184,1027,14,1336,5,14,267,164,2,84,9,3657,514,3143,29,8,3106
"78077","La Boissière-Ecole",31,136,5,100,1,11,81,69,2,21,4,558,91,467,5,1,461
"78126","La Celle-Saint-Cloud",666,3616,92,4114,20,76,1651,949,40,323,69,14756,2942,11814,146,52,11616
"78125","La Celle-les-Bordes",39,210,6,209,0,3,102,66,3,25,2,756,86,670,3,2,665
"78230","La Falaise",25,81,2,73,1,1,57,102,0,27,3,419,39,380,6,2,372
"78302","La Hauteville",4,40,4,76,1,1,9,22,0,13,1,197,23,174,3,0,171
"78513","La Queue-les-Yvelines",64,359,10,355,3,8,164,169,5,71,10,1454,212,1242,16,8,1218
"78644","La Verrière",378,428,30,228,2,8,620,249,9,67,23,3069,969,2100,42,16,2042
"78668","La Villeneuve-en-Chevrie",13,103,2,95,0,3,51,119,5,24,3,474,50,424,5,1,418
"78329","Lainville-en-Vexin",24,121,8,167,2,4,71,133,2,33,3,663,83,580,9,3,568
"78158","Le Chesnay",723,4678,116,8047,18,84,1397,1397,29,504,73,20484,3199,17285,164,55,17066
"78397","Le Mesnil-Saint-Denis",301,1409,35,1364,7,35,578,401,7,237,24,5284,825,4459,46,15,4398
"78396","Le Mesnil-le-Roi",194,1159,24,1435,7,25,438,378,11,120,24,4824,952,3872,42,15,3815
"78481","Le Pecq",529,2677,69,2811,15,66,1215,857,37,345,54,11012,2187,8825,118,32,8675
"78486","Le Perray-en-Yvelines",304,1222,39,958,3,32,671,694,16,258,30,5181,879,4302,55,20,4227
"78502","Le Port-Marly",176,749,27,618,3,12,340,298,5,120,12,3080,672,2408,38,10,2360
"78606","Le Tartre-Gaudran",1,5,0,18,0,0,0,6,0,2,0,43,9,34,2,0,32
"78608","Le Tertre-Saint-Denis",0,7,0,21,0,0,8,28,2,10,0,93,14,79,3,0,76
"78623","Le Tremblay-sur-Mauldre",31,154,5,172,3,2,67,80,2,23,4,654,95,559,15,1,543
"78650","Le Vésinet",413,3204,57,4824,14,39,705,559,15,228,20,11809,1645,10164,68,18,10078
"78010","Les Alluets-le-Roi",26,228,5,324,0,1,80,115,1,33,5,937,111,826,6,2,818
"78108","Les Bréviaires",42,195,9,226,0,7,86,143,1,38,5,903,143,760,7,1,752
"78165","Les Clayes-sous-Bois",781,2605,81,1741,17,80,1835,1318,51,513,92,11501,2192,9309,142,53,9114
"78220","Les Essarts-le-Roi",302,1239,47,973,7,32,704,516,15,207,21,5052,925,4127,49,15,4063
"78343","Les Loges-en-Josas",57,340,10,465,2,5,81,60,3,38,4,1213,137,1076,8,3,1065
"78398","Les Mesnuls",34,168,4,247,3,2,84,52,2,23,2,738,107,631,8,2,621
"78440","Les Mureaux",1005,2363,267,931,23,35,3788,1458,69,302,117,15377,4676,10701,229,114,10358
"78335","Limay",418,1487,106,808,17,47,2264,1728,57,340,93,9681,2118,7563,149,49,7365
"78337","Limetz-Villez",56,233,14,206,2,8,211,387,18,69,18,1525,285,1240,11,7,1222
"78344","Lommoye",15,87,4,107,0,3,63,119,1,26,7,528,91,437,5,0,432
"78346","Longnes",61,192,5,187,3,5,107,266,6,66,14,1137,201,936,21,3,912
"78349","Longvilliers",15,76,9,96,0,8,39,51,0,14,5,363,46,317,1,3,313
"78350","Louveciennes",186,1301,26,1996,1,24,373,318,7,89,15,5073,685,4388,31,21,4336
"78334","Lévis-Saint-Nom",56,341,16,320,4,6,185,154,3,50,6,1353,183,1170,23,6,1141
"78354","Magnanville",235,774,45,423,3,27,702,785,23,170,39,4108,814,3294,40,28,3226
"78356","Magny-les-Hameaux",438,1598,48,1044,8,56,1168,681,31,296,43,6620,1096,5524,85,28,5411
"78358","Maisons-Laffitte",759,4742,116,5252,22,79,1377,1026,22,375,59,16573,2572,14001,129,43,13829
"78361","Mantes-la-Jolie",1297,3379,311,2090,34,83,5060,1818,71,439,166,22009,6829,15180,311,121,14748
"78362","Mantes-la-Ville",543,1806,138,954,14,59,2339,1830,51,361,96,11849,3439,8410,163,56,8191
"78364","Marcq",28,116,6,150,2,1,64,69,0,25,4,524,48,476,8,3,465
"78367","Mareil-Marly",98,753,10,983,3,13,174,162,2,57,4,2606,326,2280,11,10,2259
"78366","Mareil-le-Guyon",9,78,3,79,0,1,36,29,1,14,2,309,50,259,6,1,252
"78368","Mareil-sur-Mauldre",41,385,14,415,3,8,92,131,2,44,2,1268,119,1149,11,1,1137
"78372","Marly-le-Roi",674,3415,100,3196,13,63,1243,853,18,399,50,12133,1943,10190,119,47,10024
"78380","Maule",193,895,45,950,8,22,516,557,15,203,26,4135,619,3516,53,33,3430
"78381","Maulette",35,125,7,129,0,6,77,119,5,35,2,640,80,560,19,1,540
"78382","Maurecourt",180,693,23,479,6,24,447,448,10,117,24,2890,392,2498,31,16,2451
"78383","Maurepas",968,3219,126,2334,16,75,1984,1257,43,543,84,13781,2921,10860,151,60,10649
"78401","Meulan-en-Yvelines",264,873,53,735,5,27,822,863,15,216,47,5668,1661,4007,73,14,3920
"78404","Millemont",5,42,5,67,0,0,17,16,0,4,2,177,17,160,2,0,158
"78406","Milon-la-Chapelle",7,63,1,109,0,0,20,17,0,5,0,260,37,223,0,1,222
"78407","Mittainville",34,102,4,126,0,3,67,75,3,31,2,511,59,452,2,3,447
"78410","Moisson",33,126,4,148,1,6,109,121,2,35,7,735,121,614,20,2,592
"78413","Mondreville",12,39,1,44,0,2,44,63,3,22,2,274,27,247,9,6,232
"78415","Montainville",24,97,5,146,0,6,44,59,0,17,0,463,58,405,6,1,398
"78416","Montalet-le-Bois",7,36,0,47,0,1,34,66,0,16,2,244,30,214,4,1,209
"78417","Montchauvet",7,44,1,66,1,5,27,27,0,22,1,231,29,202,0,1,201
"78418","Montesson",450,2785,70,2557,14,51,1179,879,23,345,62,10201,1632,8569,116,38,8415
"78420","Montfort-l'Amaury",84,492,13,681,3,19,177,192,4,84,4,2063,275,1788,25,10,1753
"78423","Montigny-le-Bretonneux",1889,6772,206,3840,42,139,3470,1797,60,924,119,23833,4179,19654,312,84,19258
"78431","Morainvilliers",49,527,14,750,0,10,140,193,1,75,8,2031,241,1790,17,6,1767
"78437","Mousseaux-sur-Seine",20,100,6,90,1,4,48,122,0,38,1,545,107,438,7,1,430
"78439","Mulcent",1,16,0,25,0,1,6,14,0,3,0,78,8,70,1,3,66
"78384","Médan",31,270,9,298,1,9,91,118,0,39,8,1067,180,887,12,1,874
"78385","Ménerville",1,31,0,29,0,2,15,56,0,10,0,166,20,146,2,0,144
"78391","Méricourt",15,33,1,47,0,3,32,74,4,15,3,283,48,235,6,2,227
"78389","Méré",89,303,6,449,2,13,133,132,2,49,7,1421,207,1214,24,5,1185
"78402","Mézières-sur-Seine",138,534,24,374,10,20,343,479,7,148,20,2671,519,2152,32,23,2097
"78403","Mézy-sur-Seine",54,302,8,280,2,7,162,243,7,60,4,1317,172,1145,12,4,1129
"78442","Neauphle-le-Château",106,557,18,621,2,18,260,202,3,102,8,2228,297,1931,24,10,1897
"78443","Neauphle-le-Vieux",18,145,8,210,2,8,67,58,2,31,2,652,90,562,9,2,551
"78444","Neauphlette",22,104,4,100,2,3,86,150,4,45,3,633,101,532,6,3,523
"78455","Noisy-le-Roi",203,1413,26,2587,6,23,383,352,4,149,12,6432,1232,5200,25,17,5158
"78451","Nézel",29,114,9,120,0,5,115,165,1,46,2,727,96,631,21,4,606
"78460","Oinville-sur-Montcient",53,164,6,184,0,12,112,146,7,45,7,881,128,753,11,6,736
"78464","Orcemont",35,164,3,182,1,11,81,84,1,43,4,666,51,615,4,2,609
"78465","Orgerus",115,419,26,400,2,17,269,260,6,79,9,1913,282,1631,26,3,1602
"78466","Orgeval",153,1152,18,1623,3,20,305,392,1,122,9,4884,1017,3867,60,9,3798
"78470","Orphin",35,136,3,173,0,8,87,100,1,30,4,693,99,594,14,3,577
"78472","Orsonville",13,43,3,54,1,3,19,57,0,6,1,232,29,203,1,2,200
"78474","Orvilliers",50,102,4,132,3,10,84,109,1,24,7,594,56,538,7,5,526
"78475","Osmoy",16,72,1,63,2,1,31,42,0,26,1,277,19,258,3,0,255
"78478","Paray-Douaville",5,25,1,32,0,0,20,32,1,13,1,151,19,132,2,0,130
"78484","Perdreauville",16,74,2,89,1,6,72,110,3,23,2,453,44,409,8,3,398
"78490","Plaisir",1241,4517,201,2808,33,102,3375,1889,62,785,159,19461,3952,15509,251,86,15172
"78497","Poigny-la-Forêt",24,148,4,248,2,3,62,96,4,30,3,712,82,630,5,1,624
"78498","Poissy",1291,5026,231,3805,39,134,3460,2023,95,690,164,21981,4629,17352,305,89,16958
"78499","Ponthévrard",21,104,2,82,2,4,49,60,4,30,1,428,64,364,4,1,359
"78501","Porcheville",65,250,23,210,4,10,305,464,8,96,13,1799,309,1490,32,10,1448
"78503","Port-Villez",6,35,0,37,1,1,20,50,1,5,3,190,26,164,5,0,159
"78506","Prunay-en-Yvelines",27,132,9,140,1,5,90,99,2,48,6,654,80,574,13,2,559
"78505","Prunay-le-Temple",13,66,2,75,1,5,43,61,3,15,1,363,69,294,8,1,285
"78516","Raizeux",22,136,8,168,2,2,106,92,2,27,4,682,103,579,8,2,569
"78517","Rambouillet",1005,4190,188,4249,36,123,2340,2044,74,730,105,18077,2715,15362,196,82,15084
"78518","Rennemoulin",3,23,0,40,0,2,13,9,0,3,0,101,8,93,0,0,93
"78520","Richebourg",45,207,6,207,2,6,113,125,4,57,8,951,150,801,16,5,780
"78522","Rochefort-en-Yvelines",48,167,2,223,3,6,85,66,2,17,1,699,65,634,12,2,620
"78524","Rocquencourt",69,513,12,1118,3,8,132,151,0,60,5,2504,411,2093,18,4,2071
"78528","Rolleboise",9,35,1,37,0,3,21,58,0,7,2,214,35,179,5,1,173
"78530","Rosay",14,68,3,87,0,2,30,44,0,8,1,293,31,262,5,0,257
"78531","Rosny-sur-Seine",186,711,54,425,11,35,694,704,21,156,34,3866,740,3126,68,27,3031
"78536","Sailly",9,47,1,66,0,1,22,80,0,9,1,291,50,241,3,2,236
"78537","Saint-Arnoult-en-Yvelines",233,1002,33,1032,6,38,626,602,12,219,33,4588,665,3923,63,24,3836
"78545","Saint-Cyr-l'Ecole",827,2363,94,1895,20,71,1626,1090,32,387,72,11150,2504,8646,125,44,8477
"78548","Saint-Forget",12,105,2,129,0,2,47,34,0,15,5,397,42,355,3,1,351
"78550","Saint-Germain-de-la-Grange",64,434,18,367,1,7,173,111,1,96,7,1474,176,1298,16,3,1279
"78551","Saint-Germain-en-Laye",1202,6818,203,7844,40,145,2444,1767,43,663,104,26714,5094,21620,261,86,21273
"78557","Saint-Hilarion",47,159,7,135,5,3,87,114,0,36,2,691,84,607,12,0,595
"78558","Saint-Illiers-la-Ville",9,38,1,34,0,2,43,74,0,16,2,273,48,225,6,0,219
"78559","Saint-Illiers-le-Bois",2,66,1,59,3,5,32,94,0,15,0,319,36,283,6,0,277
"78561","Saint-Lambert",18,74,1,141,2,2,19,18,0,13,3,330,26,304,7,6,291
"78562","Saint-Léger-en-Yvelines",64,241,9,346,2,7,165,116,1,44,7,1138,121,1017,10,5,1002
"78564","Saint-Martin-de-Bréthencourt",23,97,6,92,1,2,82,81,2,29,2,484,59,425,6,2,417
"78565","Saint-Martin-des-Champs",11,52,2,96,0,4,23,12,0,11,2,245,28,217,3,1,213
"78567","Saint-Martin-la-Garenne",19,133,9,129,2,0,85,169,6,35,3,683,79,604,12,2,590
"78571","Saint-Nom-la-Bretèche",91,949,13,1804,4,19,165,178,3,82,9,3820,469,3351,24,10,3317
"78576","Saint-Rémy-l'Honoré",25,249,19,365,0,4,89,173,3,54,5,1130,131,999,8,5,986
"78575","Saint-Rémy-lès-Chevreuse",292,1784,58,1405,12,41,742,428,7,202,29,5883,810,5073,57,16,5000
"78569","Sainte-Mesme",46,154,15,110,0,6,87,87,2,25,9,642,85,557,10,6,541
"78586","Sartrouville",1761,6636,276,4035,43,143,5247,2902,113,920,209,30266,7483,22783,348,150,22285
"78588","Saulx-Marchais",35,147,4,112,2,3,89,92,3,37,1,611,76,535,6,4,525
"78590","Senlisse",32,93,3,106,0,4,49,47,1,17,2,422,64,358,3,1,354
"78591","Septeuil",70,280,16,359,4,10,157,259,10,77,11,1561,274,1287,20,14,1253
"78597","Soindres",18,104,2,70,0,2,57,78,4,44,0,481,87,394,13,2,379
"78601","Sonchamp",72,249,3,269,3,14,155,177,5,70,5,1197,151,1046,16,8,1022
"78605","Tacoignières",47,185,9,137,1,9,123,139,1,39,6,800,89,711,13,2,696
"78609","Tessancourt-sur-Aubette",39,139,3,150,0,6,91,179,1,42,6,754,82,672,15,1,656
"78615","Thiverval-Grignon",46,174,2,89,0,5,79,62,3,21,3,598,109,489,2,3,484
"78616","Thoiry",61,198,4,275,0,3,125,120,4,59,4,998,133,865,7,5,853
"78618","Tilly",6,83,2,95,0,5,35,99,4,19,5,417,49,368,13,2,353
"78620","Toussus-le-Noble",29,247,8,211,3,3,76,118,2,45,0,833,77,756,12,2,742
"78621","Trappes",2322,1692,187,663,17,54,3126,1126,51,248,98,13952,4060,9892,223,85,9584
"78624","Triel-sur-Seine",353,2009,73,1762,14,55,1004,1102,28,322,49,8521,1632,6889,91,27,6771
"78638","Vaux-sur-Seine",163,716,29,655,6,18,390,467,6,143,16,3190,516,2674,57,8,2609
"78642","Verneuil-sur-Seine",550,2551,76,2433,14,77,1381,1069,44,441,51,11045,2193,8852,120,45,8687
"78643","Vernouillet",337,1600,51,1316,5,33,849,533,16,217,40,6211,1125,5086,70,19,4997
"78646","Versailles",2546,12894,411,20486,64,312,4622,4670,90,1371,187,57898,9698,48200,401,146,47653
"78647","Vert",28,94,4,121,1,5,71,130,1,26,2,590,96,494,7,4,483
"78653","Vicq",3,46,3,75,1,1,23,20,0,10,0,204,19,185,2,1,182
"78655","Vieille-Eglise-en-Yvelines",31,143,2,151,0,5,89,56,2,17,5,574,60,514,11,2,501
"78672","Villennes-sur-Seine",146,1072,23,1474,2,22,287,264,5,100,14,4259,817,3442,29,4,3409
"78674","Villepreux",522,1844,49,1303,11,45,916,842,29,286,49,7310,1317,5993,55,42,5896
"78677","Villette",19,84,1,106,0,2,48,70,2,24,2,435,63,372,11,3,358
"78683","Villiers-Saint-Fréderic",130,551,11,460,1,13,238,228,4,95,17,2025,239,1786,32,6,1748
"78681","Villiers-le-Mahieu",28,110,4,153,0,5,60,92,0,35,0,560,63,497,5,5,487
"78686","Viroflay",738,3490,96,3193,26,74,1178,550,19,297,51,11246,1397,9849,103,34,9712
"78688","Voisins-le-Bretonneux",489,2829,55,2407,16,55,973,620,18,324,32,9372,1437,7935,97,20,7818
"78640","Vélizy-Villacoublay",804,3480,128,2895,27,98,1886,1727,61,617,95,14289,2223,12066,176,72,11818
"91001","Abbéville-la-Rivière",8,15,1,49,1,0,33,54,1,17,2,231,48,183,0,2,181
"91016","Angerville",84,368,28,268,4,13,447,680,21,158,28,2695,538,2157,43,15,2099
"91017","Angervilliers",53,231,1,163,3,10,143,179,7,73,10,1087,187,900,18,9,873
"91021","Arpajon",337,1059,51,885,11,38,914,929,28,233,47,6096,1466,4630,69,29,4532
"91022","Arrancourt",5,12,0,20,0,0,14,27,0,6,0,102,15,87,3,0,84
"91027","Athis-Mons",1046,3216,213,1936,15,93,3752,2298,79,784,138,17843,3959,13884,219,95,13570
"91035","Authon-la-Plaine",6,33,4,50,0,1,53,66,0,16,3,294,57,237,5,0,232
"91037","Auvernaux",5,33,2,46,0,3,16,77,1,16,1,226,25,201,1,0,200
"91038","Auvers-Saint-Georges",54,159,6,135,0,8,123,177,0,41,6,880,150,730,17,4,709
"91041","Avrainville",37,149,12,135,1,6,92,105,0,31,0,666,79,587,17,2,568
"91044","Ballainvilliers",127,616,19,561,1,21,316,481,3,166,21,2715,330,2385,37,16,2332
"91045","Ballancourt-sur-Essonne",202,905,57,668,7,30,779,1028,23,287,48,5072,910,4162,105,23,4034
"91047","Baulne",23,158,18,112,3,7,128,211,4,73,3,936,182,754,12,2,740
"91064","Bièvres",143,890,26,914,6,20,352,296,7,103,6,3239,427,2812,38,11,2763
"91067","Blandy",6,10,3,24,0,0,8,25,0,6,1,96,8,88,5,0,83
"91069","Boigneville",13,48,3,78,0,2,36,77,1,16,5,343,54,289,5,5,279
"91075","Bois-Herpin",2,14,0,12,0,0,5,23,0,0,0,62,6,56,0,0,56
"91079","Boissy-la-Rivière",9,71,5,91,0,6,73,106,2,22,2,440,43,397,9,1,387
"91080","Boissy-le-Cutté",32,120,5,97,1,6,138,200,7,52,7,840,152,688,17,6,665
"91081","Boissy-le-Sec",26,81,2,106,0,5,67,99,3,19,5,528,98,430,8,9,413
"91085","Boissy-sous-Saint-Yon",143,526,32,391,5,22,406,588,14,147,31,2877,524,2353,38,10,2305
"91086","Bondoufle",363,1379,52,1008,20,46,1027,1128,43,424,58,6848,1144,5704,113,43,5548
"91093","Boullay-les-Troux",39,127,4,144,0,2,68,40,0,19,1,502,50,452,7,1,444
"91095","Bouray-sur-Juine",75,311,9,231,4,12,284,260,3,92,13,1579,259,1320,20,6,1294
"91097","Boussy-Saint-Antoine",293,917,56,568,8,19,883,620,19,430,26,4891,978,3913,49,25,3839
"91098","Boutervilliers",3,39,2,65,1,2,39,51,2,19,1,273,36,237,8,5,224
"91099","Boutigny-sur-Essonne",80,381,16,308,3,15,349,510,8,148,15,2357,479,1878,40,5,1833
"91100","Bouville",15,94,4,88,3,2,74,104,0,26,1,521,97,424,11,2,411
"91105","Breuillet",275,1164,47,938,13,49,788,1006,18,288,45,5589,837,4752,89,32,4631
"91106","Breux-Jouy",41,163,4,162,1,8,118,208,2,37,10,901,130,771,10,7,754
"91111","Briis-sous-Forges",121,607,17,393,1,14,387,285,6,122,25,2483,467,2016,30,8,1978
"91109","Brières-les-Scellés",22,139,5,124,0,7,104,217,3,46,4,773,84,689,12,6,671
"91112","Brouy",4,12,0,41,0,1,18,23,0,2,0,114,11,103,1,1,101
"91114","Brunoy",874,3473,136,2638,17,60,2557,1531,38,2098,93,16756,3039,13717,151,51,13515
"91115","Bruyères-le-Châtel",119,490,19,392,7,14,310,377,7,121,23,2198,271,1927,36,12,1879
"91103","Brétigny-sur-Orge",935,3003,147,1731,21,81,2944,1907,63,656,127,14783,2879,11904,187,102,11615
"91121","Buno-Bonnevaux",8,49,6,63,0,2,55,120,1,19,1,390,57,333,6,3,324
"91122","Bures-sur-Yvette",534,2114,53,1292,10,36,1072,320,19,177,37,6955,1204,5751,64,23,5664
"91129","Cerny",80,415,24,378,5,12,404,510,8,175,16,2493,428,2065,26,12,2027
"91130","Chalo-Saint-Mars",48,141,4,178,2,6,151,154,3,41,4,861,122,739,1,6,732
"91131","Chalou-Moulineux",14,43,4,46,0,1,55,75,0,12,2,300,43,257,4,1,252
"91132","Chamarande",42,175,10,106,1,6,172,128,6,35,7,830,123,707,15,4,688
"91135","Champcueil",99,327,16,284,3,13,285,330,7,106,16,1825,299,1526,29,11,1486
"91136","Champlan",88,253,18,241,4,9,262,255,10,102,9,1610,331,1279,23,5,1251
"91137","Champmotteux",13,39,2,36,0,1,32,58,1,15,0,236,31,205,7,1,197
"91145","Chatignonville",4,11,0,19,0,1,6,12,0,1,0,66,11,55,1,0,54
